,Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3)
0,1,44.0,18.0,10.0,,31688
1,1a,14.0,8.0,4.0,,
2,2,32.0,-58.0,46.0,3.7190164854556804,984
3,2a,40.0,-48.0,46.0,2.6606067387807717,
4,3,8.0,-16.0,6.0,3.7190164854556804,416
5,4,-2.0,16.0,46.0,,20224
6,5,-22.0,-4.0,-14.0,3.7190164854556804,62008
7,5a,-38.0,14.0,12.0,,
8,5b,-46.0,16.0,-8.0,,
9,6,-36.0,-54.0,44.0,,8000
10,7,-44.0,-58.0,-14.0,,3232
11,8,-54.0,-42.0,6.0,,7872
