,Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3)
0,1,44.0,4.0,20.0,3.719016485455709,11904
1,1a,36.0,22.0,4.0,3.719016485455709,
2,1b,46.0,16.0,24.0,,
3,2,32.0,-56.0,48.0,3.890591886413094,2408
4,2a,34.0,-44.0,48.0,3.719016485455709,
5,3,-2.0,12.0,48.0,,4976
6,4,-24.0,-62.0,50.0,3.719016485455709,8552
7,4a,-28.0,-60.0,42.0,,
8,5,-46.0,16.0,22.0,,28584
9,6,36.0,0.0,50.0,3.719016485455709,144
10,7,-42.0,-58.0,-18.0,3.431614403623299,520
