Term,pForward,zForward,likelihoodForward,pReverse,zReverse,probReverse
neuroquery6308_combined_tfidf__alcohol addiction,1.0,-0.0,0.645824559665073,1.0,-0.0,5.672511343653619e-06
neuroquery6308_combined_tfidf__alcohol consumption,1.0,-0.0,0.8182087196685737,0.3857152658615054,-0.8674139048835027,3.4626460818733524e-05
neuroquery6308_combined_tfidf__alcohol dependence,1.0,-0.0,0.7609012900589576,0.31791989107073254,-0.9987415832613215,3.508717802225921e-05
neuroquery6308_combined_tfidf__alcohol drinking,1.0,-0.0,1.3681448438729993,1.0,0.0,4.369786320159647e-06
neuroquery6308_combined_tfidf__alcohol use disorder,1.0,-0.0,0.7929266200704419,0.48013018759516995,-0.7060931881288796,2.4692538330071604e-05
neuroquery6308_combined_tfidf__alert,1.0,-0.0,0.9346465667936714,1.0,-0.0,6.0823744778201016e-05
neuroquery6308_combined_tfidf__alexander,1.0,-0.0,1.0142916428904913,0.8120542131749314,0.23777680052891922,2.3892026872250035e-05
neuroquery6308_combined_tfidf__alexia,0.3986478406279806,-0.8440385920449323,1.6635905793188759,0.08970992849590607,1.6969298252388259,2.3246235458395597e-05
neuroquery6308_combined_tfidf__alexithymia,1.0,-0.0,0.8313255573349964,0.699569734840859,-0.38590134450376395,2.173955088822541e-05
neuroquery6308_combined_tfidf__alff,1.0,-0.0,1.1482962754149195,0.21243031712014832,1.2469104976925567,7.014286854159457e-05
neuroquery6308_combined_tfidf__alice,0.1424192799936623,-1.4668411230244764,2.995725317153889,0.39825607903758575,0.8447398960197036,1.5548320266511927e-05
neuroquery6308_combined_tfidf__alien,1.0,-0.0,1.083991683991684,1.0,0.0,1.0603034402810451e-05
neuroquery6308_combined_tfidf__allergic,1.0,-0.0,0.9854469854469855,1.0,-0.0,3.5409020269125804e-06
neuroquery6308_combined_tfidf__allocortex,1.0,-0.0,1.9572072072072073,1.0,0.0,3.5163124295034656e-06
neuroquery6308_combined_tfidf__allodynia,1.0,-0.0,0.5242519305019305,1.0,-0.0,7.220998739158902e-06
neuroquery6308_combined_tfidf__alone,0.891327929448935,0.13662409574208026,1.0742697854805479,0.244600877367562,1.1635636801689568,0.0005691443379169053
neuroquery6308_combined_tfidf__alpha,1.0,0.0,0.8751940058870752,0.2394919799831878,-1.1762575336225831,0.00028180379799564153
neuroquery6308_combined_tfidf__als,1.0,-0.0,1.1560206638139372,1.0,0.0,1.06152828060482e-05
neuroquery6308_combined_tfidf__alteration,1.0,0.0,0.8389553655617323,2.9371092976940853e-09,-5.935075153167501,0.0005402706297662257
neuroquery6308_combined_tfidf__altered,1.0,0.0,0.9079976783489572,0.00015137722827123577,-3.7887991594950963,0.0007003739685181791
neuroquery6308_combined_tfidf__alternating,1.0,0.0,1.0486378893639536,0.3951115867447233,0.8503840754811289,0.00030813532955400503
neuroquery6308_combined_tfidf__altitudinal,1.0,-0.0,0.0,1.0,-0.0,0.0
neuroquery6308_combined_tfidf__altruism,1.0,-0.0,0.5203800550920197,1.0,-0.0,8.102581078324087e-06
