Term,pForward,zForward,likelihoodForward,pReverse,zReverse,probReverse
neuroquery6308_combined_tfidf__a1,1.0,-0.0,0.9478936146335989,1.0,-0.0,4.488091100827101e-05
neuroquery6308_combined_tfidf__a10,1.0,-0.0,0.0,1.0,-0.0,0.0
neuroquery6308_combined_tfidf__a11,1.0,-0.0,0.0,1.0,-0.0,0.0
neuroquery6308_combined_tfidf__a12,1.0,-0.0,0.0,1.0,-0.0,0.0
neuroquery6308_combined_tfidf__a15,1.0,-0.0,0.0,1.0,-0.0,0.0
neuroquery6308_combined_tfidf__a2,1.0,-0.0,1.178089407588909,1.0,0.0,3.106747106149643e-05
neuroquery6308_combined_tfidf__a3,1.0,-0.0,1.0401741381756278,1.0,0.0,1.0805954024417522e-05
neuroquery6308_combined_tfidf__a4,1.0,-0.0,0.9616961068174141,1.0,-0.0,1.0951319100863948e-05
neuroquery6308_combined_tfidf__a5,1.0,-0.0,0.9757385720939517,1.0,-0.0,3.1189411207304494e-06
neuroquery6308_combined_tfidf__a6,1.0,-0.0,0.6151099506087394,1.0,-0.0,1.8433072523145434e-06
neuroquery6308_combined_tfidf__a7,1.0,-0.0,0.0,1.0,-0.0,0.0
neuroquery6308_combined_tfidf__a8,1.0,-0.0,1.1636776638165334,1.0,0.0,1.1624021986891187e-06
neuroquery6308_combined_tfidf__a9,1.0,-0.0,0.0,1.0,-0.0,0.0
neuroquery6308_combined_tfidf__ab,0.1846771494989591,-1.3264908936255821,1.6968278342537975,0.18401567231363103,1.3284918557259584,6.712073289697634e-05
neuroquery6308_combined_tfidf__abdominal,1.0,-0.0,0.4841205648589091,1.0,-0.0,1.199303045655188e-05
neuroquery6308_combined_tfidf__abducens,1.0,-0.0,4.742299296628668,1.0,0.0,2.84226086002049e-06
neuroquery6308_combined_tfidf__aberrant,0.3181205095622066,0.9983276386857514,1.2631417440944166,1.0,0.0,0.00028238127478242414
neuroquery6308_combined_tfidf__abilities,1.0,0.0,1.0767023191782272,0.11515351331578161,1.5754460880340428,0.00048764175849306656
neuroquery6308_combined_tfidf__abilities social,1.0,-0.0,0.0,1.0,-0.0,0.0
neuroquery6308_combined_tfidf__ability,1.0,0.0,0.9988719268294097,1.0,-0.0,0.0011817671964437758
neuroquery6308_combined_tfidf__ability social,1.0,-0.0,0.0,1.0,-0.0,0.0
neuroquery6308_combined_tfidf__ability spatial,1.0,-0.0,1.289572615749901,1.0,0.0,3.091581988092462e-06
neuroquery6308_combined_tfidf__abnormal,1.0,0.0,0.9193219370511051,8.222881868412769e-06,-4.459297243209756,0.0008161977511063781
neuroquery6308_combined_tfidf__abscess,1.0,-0.0,7.3505639097744355,1.0,0.0,4.405504333031759e-06
neuroquery6308_combined_tfidf__absence,1.0,0.0,0.9611523212488807,0.5503041508027338,-0.5973044248075035,0.0009543382438257138
neuroquery6308_combined_tfidf__absence epilepsy,1.0,-0.0,1.8887958654666646,1.0,0.0,6.414867123044104e-06
neuroquery6308_combined_tfidf__absence seizure,1.0,-0.0,1.5474871388998812,1.0,0.0,8.038113169040404e-06
neuroquery6308_combined_tfidf__absent,0.8134130952149414,0.23602522646160526,1.128109856963925,0.05674242627246255,1.9052896795854914,0.0003693890927928025
neuroquery6308_combined_tfidf__abstinence,1.0,-0.0,0.72986623111176,0.2860059027015121,-1.0669245615008573,4.461885456446553e-05
neuroquery6308_combined_tfidf__abstinence alcohol,1.0,-0.0,0.0,1.0,-0.0,0.0
neuroquery6308_combined_tfidf__abstract,0.3621283899892961,0.9113169653095267,1.096955220484068,0.6516848184991682,0.45142284892440254,0.0015173985985004784
neuroquery6308_combined_tfidf__abstract knowledge,1.0,-0.0,0.5207011034078703,1.0,-0.0,1.976495450474697e-06
neuroquery6308_combined_tfidf__abuse,1.0,0.0,0.9270595293365731,0.013349537290143418,-2.474305808205451,0.0005030267818407734
neuroquery6308_combined_tfidf__abuse alcohol,1.0,-0.0,0.45797905979903025,1.0,-0.0,2.4703762615131362e-06
