,Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3)
0,1,44.0,20.0,10.0,3.7190164854556804,18200
1,2,32.0,-58.0,46.0,3.7190164854556804,296
2,3,14.0,8.0,4.0,3.7190164854556804,240
3,4,-2.0,18.0,46.0,,15224
4,5,-10.0,-14.0,6.0,3.7190164854556804,448
5,6,-14.0,6.0,4.0,,1648
6,7,-36.0,-54.0,44.0,,6544
7,8,-42.0,18.0,14.0,,41856
8,9,-44.0,-60.0,-12.0,,2312
9,10,-56.0,-40.0,0.0,,1208
