,Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3)
0,1,48.0,36.0,18.0,,3208
1,2,34.0,-68.0,34.0,3.890591886413094,5432
2,2a,30.0,-62.0,48.0,,
3,3,-38.0,-44.0,42.0,3.890591886413094,9816
4,3a,-46.0,-40.0,42.0,3.719016485455709,
5,3b,-48.0,-42.0,52.0,3.719016485455709,
6,3c,-32.0,-46.0,40.0,3.431614403623299,
7,4,-46.0,34.0,12.0,,20392
8,5,58.0,10.0,26.0,3.719016485455709,136
9,6,-54.0,-54.0,-14.0,3.719016485455709,352
