,Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3)
0,1,44.0,22.0,12.0,3.7190164854556804,26032
1,2,34.0,-58.0,46.0,,7344
2,3,14.0,8.0,4.0,3.7190164854556804,616
3,4,-2.0,18.0,46.0,,17224
4,5,-10.0,-14.0,6.0,3.7190164854556804,768
5,6,-14.0,6.0,4.0,,2440
6,7,-34.0,-54.0,44.0,,16352
7,8,-42.0,20.0,16.0,,58408
8,9,-46.0,-58.0,-12.0,,7152
9,9a,-56.0,-40.0,0.0,,
10,10,-22.0,-6.0,-16.0,1.9381903798509421,8
