,network,%overlap,cluster
0,Visual,0.007546220601182241,gradient-1_cluster-0-20
1,Somatomotor,3.9139730851465226,gradient-1_cluster-0-20
2,Dorsal_Attention,1.222487737391523,gradient-1_cluster-0-20
3,Ventral_Attention,7.184002012325494,gradient-1_cluster-0-20
4,Limbic,11.696641931832474,gradient-1_cluster-0-20
5,Frotoparietal,10.47666960130801,gradient-1_cluster-0-20
6,Default,45.57665702427368,gradient-1_cluster-0-20
